Domain,Country,Element,Item,Year,Unit,Value
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflower seed,1998,kg,0.15
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflower seed,1999,kg,0.11
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflower seed,2000,kg,0.15
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1992,kg,0.23
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1993,kg,0.25
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1994,kg,0.27
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1995,kg,0.39
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1996,kg,0.4
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1997,kg,0.4
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1998,kg,0.45
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1999,kg,0.46
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,2000,kg,0.51
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,1992,kg,17.33
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,1993,kg,18.15
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,1994,kg,17.97
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,1995,kg,17.52
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,1996,kg,14.58
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,1997,kg,16.73
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,1998,kg,18.85
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,1999,kg,20.98
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Sweet potatoes,2000,kg,20.03
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1992,kg,0.09
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1993,kg,0.09
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1994,kg,0.1
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1995,kg,0.1
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1996,kg,0.13
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1997,kg,0.09
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1998,kg,0.13
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1999,kg,0.08
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Sweeteners, Other",2000,kg,0.09
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),1992,kg,0.14
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),1993,kg,0.17
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),1994,kg,0.18
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),1995,kg,0.19
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),1996,kg,0.2
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),1997,kg,0.13
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),1998,kg,0.1
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),1999,kg,0.12
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tea (including mate),2000,kg,0.12
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,1992,kg,2.26
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,1993,kg,2.3
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,1994,kg,2.18
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,1995,kg,2.03
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,1996,kg,2.22
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,1997,kg,2.16
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,1998,kg,2.22
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,1999,kg,2.33
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Tomatoes and products,2000,kg,2.29
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",1992,kg,20.0
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",1993,kg,19.65
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",1994,kg,20.18
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",1995,kg,20.12
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",1996,kg,19.46
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",1997,kg,19.1
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",1998,kg,18.71
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",1999,kg,18.63
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),"Vegetables, Other",2000,kg,17.98
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,1992,kg,15.73
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,1993,kg,14.01
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,1994,kg,15.47
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,1995,kg,15.06
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,1996,kg,15.71
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,1997,kg,15.26
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,1998,kg,15.91
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,1999,kg,15.87
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wheat and products,2000,kg,17.69
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,1992,kg,0.12
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,1993,kg,0.09
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,1994,kg,0.1
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,1995,kg,0.1
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,1996,kg,0.1
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,1997,kg,0.11
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,1998,kg,0.11
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,1999,kg,0.09
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Wine,2000,kg,0.09
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,1992,kg,1.21
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,1993,kg,0.97
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,1994,kg,0.94
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,1995,kg,0.89
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,1996,kg,0.82
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,1997,kg,0.91
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,1998,kg,0.69
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,1999,kg,0.78
Food Supply - Crops Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Yams,2000,kg,0.8
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,1992,kg,0.06
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,1993,kg,0.08
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,1994,kg,0.06
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,1995,kg,0.09
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,1996,kg,0.07
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,1997,kg,0.19
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,1998,kg,0.15
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,1999,kg,0.09
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Apples and products,2000,kg,0.11
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,1992,kg,28.89
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,1993,kg,28.78
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,1994,kg,28.46
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,1995,kg,28.08
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,1996,kg,28.42
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,1997,kg,23.33
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,1998,kg,22.58
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,1999,kg,19.11
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bananas,2000,kg,17.5
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,1992,kg,0.39
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,1993,kg,0.38
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,1994,kg,0.8
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,1995,kg,1.78
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,1996,kg,0.87
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,1997,kg,0.79
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,1998,kg,0.76
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,1999,kg,0.05
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Barley and products,2000,kg,0.08
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,1992,kg,4.08
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,1993,kg,4.12
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,1994,kg,5.79
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,1995,kg,5.65
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,1996,kg,5.58
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,1997,kg,6.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,1998,kg,5.66
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,1999,kg,5.6
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beans,2000,kg,6.5
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,1992,kg,13.78
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,1993,kg,13.06
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,1994,kg,10.81
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,1995,kg,10.53
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,1996,kg,9.98
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,1997,kg,9.88
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,1998,kg,11.64
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,1999,kg,13.92
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Beer,2000,kg,14.33
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1992,kg,0.28
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1993,kg,0.16
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1994,kg,0.2
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1995,kg,0.25
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1996,kg,0.28
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1997,kg,0.27
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1998,kg,0.24
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1999,kg,0.27
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",2000,kg,0.27
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1992,kg,12.61
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1993,kg,12.53
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1994,kg,11.87
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1995,kg,13.49
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1996,kg,13.35
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1997,kg,12.41
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1998,kg,14.05
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1999,kg,9.72
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Beverages, Fermented",2000,kg,11.68
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,1992,kg,120.69
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,1993,kg,118.66
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,1994,kg,128.6
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,1995,kg,132.45
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,1996,kg,131.13
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,1997,kg,126.42
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,1998,kg,134.58
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,1999,kg,131.83
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cassava and products,2000,kg,126.68
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",1992,kg,2.47
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",1993,kg,2.37
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",1994,kg,2.88
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",1995,kg,2.1
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",1996,kg,1.91
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",1997,kg,1.88
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",1998,kg,2.65
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",1999,kg,3.4
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Cereals, Other",2000,kg,2.21
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",1992,kg,1.99
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",1993,kg,1.89
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",1994,kg,1.84
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",1995,kg,1.82
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",1996,kg,1.82
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",1997,kg,1.72
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",1998,kg,1.72
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",1999,kg,1.52
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Citrus, Other",2000,kg,1.54
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,1992,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,1993,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,1994,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,1995,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,1996,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,1997,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,1998,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,1999,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cloves,2000,kg,0.0
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,1992,kg,0.09
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,1993,kg,0.14
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,1994,kg,0.14
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,1995,kg,0.12
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,1996,kg,0.11
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,1997,kg,0.08
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,1998,kg,0.09
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,1999,kg,0.08
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cocoa Beans and products,2000,kg,0.08
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,1992,kg,0.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,1993,kg,0.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,1994,kg,0.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,1995,kg,0.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,1996,kg,0.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,1997,kg,0.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,1998,kg,0.06
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,1999,kg,0.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconut Oil,2000,kg,0.02
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,1992,kg,0.45
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,1993,kg,0.44
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,1994,kg,0.45
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,1995,kg,0.44
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,1996,kg,0.5
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,1997,kg,0.49
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,1998,kg,0.49
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,1999,kg,0.5
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coconuts - Incl Copra,2000,kg,0.49
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,1992,kg,0.16
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,1993,kg,0.31
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,1994,kg,0.32
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,1995,kg,0.29
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,1996,kg,0.28
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,1997,kg,0.24
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,1998,kg,0.35
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,1999,kg,0.18
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Coffee and products,2000,kg,0.27
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,1992,kg,0.64
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,1993,kg,0.54
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,1994,kg,0.62
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,1995,kg,0.7
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,1996,kg,0.68
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,1997,kg,0.94
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,1998,kg,0.77
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,1999,kg,0.74
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cottonseed Oil,2000,kg,0.76
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Dates,1992,kg,0.66
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Dates,1993,kg,0.43
Food Supply - Crops Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Dates,1994,kg,0.43
